,text,chapter,x,y,sent_size
3628,"“However, Wrench shall know what I think of the matter.” (What Mr. Vincy thought confusedly was, that the fever might somehow have been hindered if Wrench had shown the proper solicitude about his—the Mayor’s—family.)",CHAPTER XXVI.,5.52017,3.2578793,34
3629,"“I’m the last man to give in to the cry about new doctors, or new parsons either—whether they’re Bulstrode’s men or not.",CHAPTER XXVI.,4.653888,4.1380177,22
3630,"But Wrench shall know what I think, take it as he will.”  Wrench did not take it at all well.",CHAPTER XXVI.,5.491293,3.407485,20
3631,"Lydgate was as polite as he could be in his offhand way, but politeness in a man who has placed you at a disadvantage is only an additional exasperation, especially if he happens to have been an object of dislike beforehand.",CHAPTER XXVI.,4.860214,2.298939,41
3632,"Country practitioners used to be an irritable species, susceptible on the point of honor; and Mr. Wrench was one of the most irritable among them.",CHAPTER XXVI.,5.6268916,3.263017,25
3633,"He did not refuse to meet Lydgate in the evening, but his temper was somewhat tried on the occasion.",CHAPTER XXVI.,4.750801,1.9366431,19
3634,"He had to hear Mrs. Vincy say—  “Oh, Mr. Wrench, what have I ever done that you should use me so?— To go away, and never to come again!",CHAPTER XXVI.,5.4450684,3.346947,29
3635,"And my boy might have been stretched a corpse!”  Mr. Vincy, who had been keeping up a sharp fire on the enemy Infection, and was a good deal heated in consequence, started up when he heard Wrench come in, and went into the hall to let him know what he thought.",CHAPTER XXVI.,5.5089335,3.244495,51
3636,"“I’ll tell you what, Wrench, this is beyond a joke,” said the Mayor, who of late had had to rebuke offenders with an official air, and now broadened himself by putting his thumbs in his armholes.",CHAPTER XXVI.,5.6045437,3.2903893,36
3637,“To let fever get unawares into a house like this.,CHAPTER XXVI.,5.838327,3.441665,10
3638,"There are some things that ought to be actionable, and are not so— that’s my opinion.”  But irrational reproaches were easier to bear than the sense of being instructed, or rather the sense that a younger man, like Lydgate, inwardly considered him in need of instruction, for “in point of fact,” Mr. Wrench afterwards said, Lydgate paraded flighty, foreign notions, which would not wear.",CHAPTER XXVI.,4.9066143,2.0042381,64
3639,"He swallowed his ire for the moment, but he afterwards wrote to decline further attendance in the case.",CHAPTER XXVI.,7.4324684,2.4012995,18
3640,"The house might be a good one, but Mr. Wrench was not going to truckle to anybody on a professional matter.",CHAPTER XXVI.,5.4540324,3.3415537,21
3641,"He reflected, with much probability on his side, that Lydgate would by-and-by be caught tripping too, and that his ungentlemanly attempts to discredit the sale of drugs by his professional brethren, would by-and-by recoil on himself.",CHAPTER XXVI.,4.7096605,2.532464,36
3642,"He threw out biting remarks on Lydgate’s tricks, worthy only of a quack, to get himself a factitious reputation with credulous people.",CHAPTER XXVI.,4.5837994,2.5129213,22
3643,That cant about cures was never got up by sound practitioners.,CHAPTER XXVI.,6.0271463,3.2826061,11
3644,This was a point on which Lydgate smarted as much as Wrench could desire.,CHAPTER XXVI.,4.542216,2.438862,14
3645,"To be puffed by ignorance was not only humiliating, but perilous, and not more enviable than the reputation of the weather-prophet.",CHAPTER XXVI.,8.308466,2.8480246,21
3646,"He was impatient of the foolish expectations amidst which all work must be carried on, and likely enough to damage himself as much as Mr. Wrench could wish, by an unprofessional openness.",CHAPTER XXVI.,5.4289193,3.3746154,32
3647,"However, Lydgate was installed as medical attendant on the Vincys, and the event was a subject of general conversation in Middlemarch.",CHAPTER XXVI.,5.1368637,2.6010473,21
3648,"Some said, that the Vincys had behaved scandalously, that Mr. Vincy had threatened Wrench, and that Mrs. Vincy had accused him of poisoning her son.",CHAPTER XXVI.,10.687572,4.8914742,25
3649,"Others were of opinion that Mr. Lydgate’s passing by was providential, that he was wonderfully clever in fevers, and that Bulstrode was in the right to bring him forward.",CHAPTER XXVI.,4.6378284,3.454007,29
3650,"Many people believed that Lydgate’s coming to the town at all was really due to Bulstrode; and Mrs. Taft, who was always counting stitches and gathered her information in misleading fragments caught between the rows of her knitting, had got it into her head that Mr. Lydgate was a natural son of Bulstrode’s, a fact which seemed to justify her suspicions of evangelical laymen.",CHAPTER XXVI.,4.487155,3.3582373,64
3651,"She one day communicated this piece of knowledge to Mrs. Farebrother, who did not fail to tell her son of it, observing—  “I should not be surprised at anything in Bulstrode, but I should be sorry to think it of Mr. Lydgate.”  “Why, mother,” said Mr. Farebrother, after an explosive laugh, “you know very well that Lydgate is of a good family in the North.",CHAPTER XXVI.,4.8753605,2.6132371,65
3652,"He never heard of Bulstrode before he came here.”  “That is satisfactory so far as Mr. Lydgate is concerned, Camden,” said the old lady, with an air of precision.—“But as to Bulstrode—the report may be true of some other son.”",CHAPTER XXVI.,4.4408097,3.793715,40
3653," Let the high Muse chant loves Olympian: We are but mortals, and must sing of man.",CHAPTER XXVII.,9.709936,2.2212775,16
3654,"An eminent philosopher among my friends, who can dignify even your ugly furniture by lifting it into the serene light of science, has shown me this pregnant little fact.",CHAPTER XXVII.,8.65515,1.9023952,29
3655,"Your pier-glass or extensive surface of polished steel made to be rubbed by a housemaid, will be minutely and multitudinously scratched in all directions; but place now against it a lighted candle as a centre of illumination, and lo!",CHAPTER XXVII.,8.941092,1.2955267,39
3656,the scratches will seem to arrange themselves in a fine series of concentric circles round that little sun.,CHAPTER XXVII.,8.855424,1.3759843,18
3657,"It is demonstrable that the scratches are going everywhere impartially and it is only your candle which produces the flattering illusion of a concentric arrangement, its light falling with an exclusive optical selection.",CHAPTER XXVII.,8.87527,1.388663,33
3658,These things are a parable.,CHAPTER XXVII.,8.739024,3.016562,5
3659,"The scratches are events, and the candle is the egoism of any person now absent—of Miss Vincy, for example.",CHAPTER XXVII.,8.936176,1.4209089,19
3660,"Rosamond had a Providence of her own who had kindly made her more charming than other girls, and who seemed to have arranged Fred’s illness and Mr. Wrench’s mistake in order to bring her and Lydgate within effective proximity.",CHAPTER XXVII.,5.9422903,1.0827125,39
3661,"It would have been to contravene these arrangements if Rosamond had consented to go away to Stone Court or elsewhere, as her parents wished her to do, especially since Mr. Lydgate thought the precaution needless.",CHAPTER XXVII.,5.9248905,1.0294516,35
3662,"Therefore, while Miss Morgan and the children were sent away to a farmhouse the morning after Fred’s illness had declared itself, Rosamond refused to leave papa and mamma.",CHAPTER XXVII.,6.072376,1.0456319,28
3663,"Poor mamma indeed was an object to touch any creature born of woman; and Mr. Vincy, who doted on his wife, was more alarmed on her account than on Fred’s.",CHAPTER XXVII.,11.114631,4.533272,30
3664,"But for his insistence she would have taken no rest: her brightness was all bedimmed; unconscious of her costume which had always been so fresh and gay, she was like a sick bird with languid eye and plumage ruffled, her senses dulled to the sights and sounds that used most to interest her.",CHAPTER XXVII.,9.775582,1.0901453,53
3665,"Fred’s delirium, in which he seemed to be wandering out of her reach, tore her heart.",CHAPTER XXVII.,11.941015,4.774699,16
3666,After her first outburst against Mr. Wrench she went about very quietly: her one low cry was to Lydgate.,CHAPTER XXVII.,4.8634486,1.2685198,19
3667,"She would follow him out of the room and put her hand on his arm moaning out, “Save my boy.” Once she pleaded, “He has always been good to me, Mr. Lydgate: he never had a hard word for his mother,”—as if poor Fred’s suffering were an accusation against him.",CHAPTER XXVII.,11.732133,4.577596,50
3668,"All the deepest fibres of the mother’s memory were stirred, and the young man whose voice took a gentler tone when he spoke to her, was one with the babe whom she had loved, with a love new to her, before he was born.",CHAPTER XXVII.,10.064403,2.3487353,44
3669,"“I have good hope, Mrs. Vincy,” Lydgate would say.",CHAPTER XXVII.,4.3705635,1.4355584,9
3670,"“Come down with me and let us talk about the food.” In that way he led her to the parlor where Rosamond was, and made a change for her, surprising her into taking some tea or broth which had been prepared for her.",CHAPTER XXVII.,6.817043,1.2956387,43
3671,There was a constant understanding between him and Rosamond on these matters.,CHAPTER XXVII.,6.46295,1.313781,12
3672,"He almost always saw her before going to the sickroom, and she appealed to him as to what she could do for mamma.",CHAPTER XXVII.,11.2466345,3.044529,23
3673,"Her presence of mind and adroitness in carrying out his hints were admirable, and it is not wonderful that the idea of seeing Rosamond began to mingle itself with his interest in the case.",CHAPTER XXVII.,6.5876985,1.0318863,34
3674,"Especially when the critical stage was passed, and he began to feel confident of Fred’s recovery.",CHAPTER XXVII.,12.001877,5.428421,16
3675,"In the more doubtful time, he had advised calling in Dr. Sprague (who, if he could, would rather have remained neutral on Wrench’s account); but after two consultations, the conduct of the case was left to Lydgate, and there was every reason to make him assiduous.",CHAPTER XXVII.,5.1795554,2.9594908,46
3676,"Morning and evening he was at Mr. Vincy’s, and gradually the visits became cheerful as Fred became simply feeble, and lay not only in need of the utmost petting but conscious of it, so that Mrs. Vincy felt as if, after all, the illness had made a festival for her tenderness.",CHAPTER XXVII.,11.044813,4.936728,51
3677,"Both father and mother held it an added reason for good spirits, when old Mr. Featherstone sent messages by Lydgate, saying that Fred must make haste and get well, as he, Peter Featherstone, could not do without him, and missed his visits sadly.",CHAPTER XXVII.,11.238765,5.410427,43
3678,The old man himself was getting bedridden.,CHAPTER XXVII.,9.4963455,2.9410956,7
